date,year,admin1,market,category,commodity,unit,price,currency
2021-11-15,2021,Mandalay,Meiktila,cereals and tubers,Rice (low quality),KG,516.92,MMK
2021-11-15,2021,Mandalay,Meiktila,"meat, fish and eggs",Eggs (local),10 pcs,1300.0,MMK
2021-11-15,2021,Mandalay,Meiktila,miscellaneous food,Salt,KG,428.4,MMK
2021-11-15,2021,Mandalay,Meiktila,oil and fats,Oil (palm),L,3549.57,MMK
2021-11-15,2021,Mandalay,Yadanamenaung,"meat, fish and eggs",Eggs (local),10 pcs,1300.0,MMK
2021-11-15,2021,Mandalay,Yadanamenaung,miscellaneous food,Salt,KG,459.0,MMK
2021-11-15,2021,Mandalay,Yadanamenaung,pulses and nuts,Pulses,KG,1805.39,MMK
2021-11-15,2021,Mandalay,BoneSin,cereals and tubers,Rice (low quality),KG,1174.81,MMK
2021-11-15,2021,Mandalay,BoneSin,miscellaneous food,Salt,KG,183.6,MMK
2021-11-15,2021,Mandalay,BoneSin,oil and fats,Oil (palm),L,3182.37,MMK
2021-11-15,2021,Mandalay,ManiSithu,cereals and tubers,Rice (low quality),KG,1174.81,MMK
2021-11-15,2021,Mandalay,ManiSithu,"meat, fish and eggs",Eggs (local),10 pcs,1300.0,MMK
2021-11-15,2021,Mandalay,ManiSithu,miscellaneous food,Salt,KG,183.6,MMK
2021-11-15,2021,Mandalay,ManiSithu,oil and fats,Oil (palm),L,3182.37,MMK
2021-11-15,2021,Mandalay,ManiSithu,vegetables and fruits,Tomatoes (local),KG,2500.0,MMK
2021-11-15,2021,Mon,Mya Thida,oil and fats,Oil (palm),L,3080.38,MMK
2021-11-15,2021,Mon,Mya Thida,pulses and nuts,Pulses,KG,2039.98,MMK
2021-11-15,2021,Mon,Mya Thida,vegetables and fruits,Onions (local),KG,571.2,MMK
2021-11-15,2021,Mon,Zay Cho,"meat, fish and eggs",Eggs (local),10 pcs,1200.0,MMK
2021-11-15,2021,Mon,Zay Cho,oil and fats,Oil (palm),L,3059.98,MMK
2021-11-15,2021,Mon,Bilin Myo Ma Market,cereals and tubers,Rice (low quality),KG,657.89,MMK
2021-11-15,2021,Mon,Bilin Myo Ma Market,"meat, fish and eggs",Eggs (local),10 pcs,1200.0,MMK
2021-11-15,2021,Mon,Bilin Myo Ma Market,oil and fats,Oil (palm),L,3040.39,MMK
2021-11-15,2021,Mon,Bilin Myo Ma Market,pulses and nuts,Pulses,KG,1958.38,MMK
2021-11-15,2021,Mon,Bilin Myo Ma Market,vegetables and fruits,Onions (local),KG,591.6,MMK
2021-11-15,2021,Mon,Bilin Myo Ma Market,vegetables and fruits,Tomatoes (local),KG,2000.0,MMK
2021-11-15,2021,Rakhine,Kyauk Ta Lone,miscellaneous food,Salt,KG,367.2,MMK
2021-11-15,2021,Rakhine,Kyauk Ta Lone,oil and fats,Oil (palm),L,2900.0,MMK
2021-11-15,2021,Rakhine,Buthidaung,cereals and tubers,Rice (low quality),KG,543.33,MMK
2021-11-15,2021,Rakhine,Buthidaung,"meat, fish and eggs",Eggs (local),10 pcs,1700.0,MMK
2021-11-15,2021,Rakhine,Buthidaung,miscellaneous food,Salt,KG,500.0,MMK
2021-11-15,2021,Rakhine,Buthidaung,pulses and nuts,Pulses,KG,1403.33,MMK
2021-11-15,2021,Rakhine,Buthidaung,vegetables and fruits,Onions (local),KG,612.0,MMK
2021-11-15,2021,Rakhine,Buthidaung,vegetables and fruits,Tomatoes (local),KG,3000.0,MMK
2021-11-15,2021,Rakhine,Ka Nyin Tan,"meat, fish and eggs",Eggs (local),10 pcs,1716.67,MMK
2021-11-15,2021,Rakhine,Ka Nyin Tan,miscellaneous food,Salt,KG,500.0,MMK
2021-11-15,2021,Rakhine,Ka Nyin Tan,oil and fats,Oil (palm),L,3000.0,MMK
2021-11-15,2021,Rakhine,Ka Nyin Tan,vegetables and fruits,Onions (local),KG,693.59,MMK
2021-11-15,2021,Rakhine,Ka Nyin Tan,vegetables and fruits,Tomatoes (local),KG,3400.0,MMK
2021-11-15,2021,Rakhine,Maungdaw Myoma Market,cereals and tubers,Rice (low quality),KG,590.0,MMK
2021-11-15,2021,Rakhine,Maungdaw Myoma Market,"meat, fish and eggs",Eggs (local),10 pcs,1700.0,MMK
2021-11-15,2021,Rakhine,Maungdaw Myoma Market,miscellaneous food,Salt,KG,500.0,MMK
2021-11-15,2021,Rakhine,Maungdaw Myoma Market,oil and fats,Oil (palm),L,3000.0,MMK
2021-11-15,2021,Rakhine,Nyaung Chung,cereals and tubers,Rice (low quality),KG,506.67,MMK
2021-11-15,2021,Rakhine,Nyaung Chung,"meat, fish and eggs",Eggs (local),10 pcs,1850.0,MMK
2021-11-15,2021,Rakhine,Nyaung Chung,miscellaneous food,Salt,KG,500.0,MMK
2021-11-15,2021,Rakhine,Nyaung Chung,oil and fats,Oil (palm),L,3100.0,MMK
2021-11-15,2021,Rakhine,Nyaung Chung,vegetables and fruits,Tomatoes (local),KG,3666.67,MMK
2021-11-15,2021,Rakhine,Kin Seik,cereals and tubers,Rice (low quality),KG,657.89,MMK
2021-11-15,2021,Rakhine,Kin Seik,miscellaneous food,Salt,KG,306.0,MMK
2021-11-15,2021,Rakhine,Kin Seik,pulses and nuts,Pulses,KG,2141.98,MMK
2021-11-15,2021,Rakhine,Kin Seik,vegetables and fruits,Onions (local),KG,612.0,MMK
2021-11-15,2021,Rakhine,Minbya Main,"meat, fish and eggs",Eggs (local),10 pcs,1250.0,MMK
2021-11-15,2021,Rakhine,Minbya Main,oil and fats,Oil (palm),L,2700.0,MMK
2021-11-15,2021,Rakhine,Minbya Main,pulses and nuts,Pulses,KG,2141.98,MMK
2021-11-15,2021,Rakhine,Mrauk-U Main,cereals and tubers,Rice (low quality),KG,700.0,MMK
2021-11-15,2021,Rakhine,Mrauk-U Main,"meat, fish and eggs",Eggs (local),10 pcs,1500.0,MMK
2021-11-15,2021,Rakhine,Mrauk-U Main,miscellaneous food,Salt,KG,214.2,MMK
2021-11-15,2021,Rakhine,Mrauk-U Main,pulses and nuts,Pulses,KG,1958.38,MMK
2021-11-15,2021,Rakhine,Mrauk-U Main,vegetables and fruits,Onions (local),KG,795.59,MMK
2021-11-15,2021,Rakhine,Myebon Main,miscellaneous food,Salt,KG,183.6,MMK
2021-11-15,2021,Rakhine,Myebon Main,oil and fats,Oil (palm),L,4344.19,MMK
2021-11-15,2021,Rakhine,Myebon Main,pulses and nuts,Pulses,KG,2050.18,MMK
2021-11-15,2021,Rakhine,Myebon Main,vegetables and fruits,Onions (local),KG,673.19,MMK
2021-11-15,2021,Rakhine,Myebon Main,vegetables and fruits,Tomatoes (local),KG,3000.0,MMK
2021-11-15,2021,Rakhine,Na Rat Sar,"meat, fish and eggs",Eggs (local),10 pcs,1500.0,MMK
2021-11-15,2021,Rakhine,Na Rat Sar,vegetables and fruits,Onions (local),KG,612.0,MMK
2021-11-15,2021,Rakhine,Paung Toke,cereals and tubers,Rice (low quality),KG,550.0,MMK
2021-11-15,2021,Rakhine,Paung Toke,"meat, fish and eggs",Eggs (local),10 pcs,1500.0,MMK
2021-11-15,2021,Rakhine,Paung Toke,oil and fats,Oil (palm),L,3000.0,MMK
2021-11-15,2021,Rakhine,Paung Toke,vegetables and fruits,Onions (local),KG,612.0,MMK
2021-11-15,2021,Rakhine,TaungPaw,"meat, fish and eggs",Eggs (local),10 pcs,1750.0,MMK
2021-11-15,2021,Rakhine,TaungPaw,miscellaneous food,Salt,KG,198.9,MMK
2021-11-15,2021,Rakhine,TaungPaw,oil and fats,Oil (palm),L,2950.0,MMK
2021-11-15,2021,Rakhine,TaungPaw,pulses and nuts,Pulses,KG,2447.98,MMK
2021-11-15,2021,Rakhine,TaungPaw,vegetables and fruits,Onions (local),KG,764.99,MMK
2021-11-15,2021,Rakhine,Ah Nauk Pyin,cereals and tubers,Rice (low quality),KG,520.0,MMK
2021-11-15,2021,Rakhine,Ah Nauk Pyin,"meat, fish and eggs",Eggs (local),10 pcs,2000.0,MMK
2021-11-15,2021,Rakhine,Ah Nauk Pyin,miscellaneous food,Salt,KG,489.6,MMK
2021-11-15,2021,Rakhine,Ah Nauk Pyin,pulses and nuts,Pulses,KG,2141.98,MMK
2021-11-15,2021,Rakhine,Ah Nauk Pyin,vegetables and fruits,Onions (local),KG,917.99,MMK
2021-11-15,2021,Rakhine,Ah Nauk Pyin,vegetables and fruits,Tomatoes (local),KG,2500.0,MMK
2021-11-15,2021,Rakhine,Ah Nauk Ywe,cereals and tubers,Rice (low quality),KG,650.0,MMK
2021-11-15,2021,Rakhine,Ah Nauk Ywe,"meat, fish and eggs",Eggs (local),10 pcs,1660.0,MMK
2021-11-15,2021,Rakhine,Ah Nauk Ywe,miscellaneous food,Salt,KG,489.6,MMK
2021-11-15,2021,Rakhine,Ah Nauk Ywe,pulses and nuts,Pulses,KG,2141.98,MMK
2021-11-15,2021,Rakhine,Ah Nauk Ywe,vegetables and fruits,Onions (local),KG,1223.99,MMK
2021-11-15,2021,Rakhine,Kyaukpyu Main,cereals and tubers,Rice (low quality),KG,400.0,MMK
2021-11-15,2021,Rakhine,Kyaukpyu Main,"meat, fish and eggs",Eggs (local),10 pcs,1250.0,MMK
2021-11-15,2021,Rakhine,Kyaukpyu Main,miscellaneous food,Salt,KG,306.0,MMK
2021-11-15,2021,Rakhine,Kyaukpyu Main,oil and fats,Oil (palm),L,2700.0,MMK
2021-11-15,2021,Rakhine,Kyein Ni Pyin,"meat, fish and eggs",Eggs (local),10 pcs,1660.0,MMK
2021-11-15,2021,Rakhine,Kyein Ni Pyin,oil and fats,Oil (palm),L,3000.0,MMK
2021-11-15,2021,Rakhine,Nyaung Pin Gyi,cereals and tubers,Rice (low quality),KG,560.0,MMK
2021-11-15,2021,Rakhine,Nyaung Pin Gyi,miscellaneous food,Salt,KG,306.0,MMK
2021-11-15,2021,Rakhine,Nyaung Pin Gyi,oil and fats,Oil (palm),L,3200.0,MMK
2021-11-15,2021,Rakhine,Nyaung Pin Gyi,pulses and nuts,Pulses,KG,1835.99,MMK
2021-11-15,2021,Rakhine,Nyaung Pin Gyi,vegetables and fruits,Onions (local),KG,734.39,MMK
2021-11-15,2021,Rakhine,Nyaung Pin Gyi,vegetables and fruits,Tomatoes (local),KG,3000.0,MMK
2021-11-15,2021,Rakhine,Rathedaung,"meat, fish and eggs",Eggs (local),10 pcs,1500.0,MMK
2021-11-15,2021,Rakhine,Rathedaung,miscellaneous food,Salt,KG,306.0,MMK
2021-11-15,2021,Rakhine,Rathedaung,oil and fats,Oil (palm),L,3000.0,MMK
2021-11-15,2021,Rakhine,Rathedaung,pulses and nuts,Pulses,KG,2019.58,MMK
2021-11-15,2021,Rakhine,Rathedaung,vegetables and fruits,Onions (local),KG,612.0,MMK
2021-11-15,2021,Rakhine,Rathedaung,vegetables and fruits,Tomatoes (local),KG,2350.0,MMK
2021-11-15,2021,Rakhine,Sin Tet Maw,cereals and tubers,Rice (low quality),KG,800.0,MMK
2021-11-15,2021,Rakhine,Sin Tet Maw,pulses and nuts,Pulses,KG,2600.98,MMK
2021-11-15,2021,Rakhine,Sin Tet Maw,vegetables and fruits,Onions (local),KG,734.39,MMK
2021-11-15,2021,Rakhine,Thae Chaung,"meat, fish and eggs",Eggs (local),10 pcs,1660.0,MMK
2021-11-15,2021,Rakhine,Thae Chaung,miscellaneous food,Salt,KG,265.2,MMK
2021-11-15,2021,Rakhine,Thae Chaung,oil and fats,Oil (palm),L,2833.33,MMK
2021-11-15,2021,Rakhine,Thae Chaung,pulses and nuts,Pulses,KG,1958.38,MMK
2021-11-15,2021,Rakhine,Thae Chaung,vegetables and fruits,Onions (local),KG,571.2,MMK
2021-11-15,2021,Rakhine,Toungup Main,cereals and tubers,Rice (low quality),KG,600.0,MMK
2021-11-15,2021,Rakhine,Toungup Main,"meat, fish and eggs",Eggs (local),10 pcs,1400.0,MMK
2021-11-15,2021,Rakhine,Toungup Main,miscellaneous food,Salt,KG,153.0,MMK
2021-11-15,2021,Rakhine,Toungup Main,vegetables and fruits,Onions (local),KG,673.19,MMK
2021-11-15,2021,Rakhine,Toungup Main,vegetables and fruits,Tomatoes (local),KG,2800.0,MMK
2021-11-15,2021,Sagaing,Home shop,miscellaneous food,Salt,KG,612.0,MMK
2021-11-15,2021,Sagaing,Home shop,oil and fats,Oil (palm),L,4284.0,MMK
2021-11-15,2021,Sagaing,Home shop,pulses and nuts,Pulses,KG,3064.5,MMK
2021-11-15,2021,Sagaing,Home shop,vegetables and fruits,Onions (local),KG,1224.0,MMK
2021-11-15,2021,Sagaing,Home shop,vegetables and fruits,Tomatoes (local),KG,2142.0,MMK
2021-11-15,2021,Sagaing,Lahe,cereals and tubers,Rice (low quality),KG,798.87,MMK
2021-11-15,2021,Sagaing,Lahe,"meat, fish and eggs",Eggs (local),10 pcs,2000.0,MMK
2021-11-15,2021,Sagaing,Lahe,oil and fats,Oil (palm),L,7333.0,MMK
2021-11-15,2021,Sagaing,Lahe,pulses and nuts,Pulses,KG,2106.74,MMK
2021-11-15,2021,Sagaing,Lahe,vegetables and fruits,Onions (local),KG,1223.99,MMK
2021-11-15,2021,Sagaing,Lahe,vegetables and fruits,Tomatoes (local),KG,3000.0,MMK
2021-11-15,2021,Sagaing,Municipal,cereals and tubers,Rice (low quality),KG,1273.0,MMK
2021-11-15,2021,Sagaing,Municipal,"meat, fish and eggs",Eggs (local),10 pcs,2000.0,MMK
2021-11-15,2021,Sagaing,Municipal,miscellaneous food,Salt,KG,612.0,MMK
2021-11-15,2021,Sagaing,Municipal,pulses and nuts,Pulses,KG,3541.33,MMK
2021-11-15,2021,Sagaing,Municipal,vegetables and fruits,Tomatoes (local),KG,2142.0,MMK
2021-11-15,2021,Sagaing,Myoma,cereals and tubers,Rice (low quality),KG,881.11,MMK
2021-11-15,2021,Sagaing,Myoma,"meat, fish and eggs",Eggs (local),10 pcs,2000.0,MMK
2021-11-15,2021,Sagaing,Myoma,pulses and nuts,Pulses,KG,2600.98,MMK
2021-11-15,2021,Sagaing,Myoma,vegetables and fruits,Onions (local),KG,1070.99,MMK
2021-11-15,2021,Sagaing,Myoma,vegetables and fruits,Tomatoes (local),KG,2775.0,MMK
2021-11-15,2021,Shan (East),Mong Pawk,cereals and tubers,Rice (low quality),KG,1788.0,MMK
2021-11-15,2021,Shan (East),Mong Pawk,miscellaneous food,Salt,KG,1688.67,MMK
2021-11-15,2021,Shan (East),Mong Pawk,oil and fats,Oil (palm),L,3774.67,MMK
2021-11-15,2021,Shan (East),Mong Pawk,pulses and nuts,Pulses,KG,4768.0,MMK
2021-11-15,2021,Shan (North),Lin Haw,"meat, fish and eggs",Eggs (local),10 pcs,2384.0,MMK
2021-11-15,2021,Shan (North),Lin Haw,miscellaneous food,Salt,KG,1490.0,MMK
2021-11-15,2021,Shan (North),Lin Haw,pulses and nuts,Pulses,KG,2980.0,MMK
2021-11-15,2021,Shan (North),Lin Haw,vegetables and fruits,Onions (local),KG,2980.0,MMK
2021-11-15,2021,Shan (North),Lower Ban Wai,"meat, fish and eggs",Eggs (local),10 pcs,2384.0,MMK
2021-11-15,2021,Shan (North),Lower Ban Wai,pulses and nuts,Pulses,KG,3576.0,MMK
2021-11-15,2021,Shan (North),Lower Ban Wai,vegetables and fruits,Tomatoes (local),KG,1788.0,MMK
2021-11-15,2021,Shan (North),Upper Ban Wai,"meat, fish and eggs",Eggs (local),10 pcs,2384.0,MMK
2021-11-15,2021,Shan (North),Upper Ban Wai,miscellaneous food,Salt,KG,1192.0,MMK
2021-11-15,2021,Shan (North),Upper Ban Wai,oil and fats,Oil (palm),L,3278.0,MMK
2021-11-15,2021,Shan (North),Upper Ban Wai,pulses and nuts,Pulses,KG,3576.0,MMK
2021-11-15,2021,Shan (North),Upper Ban Wai,vegetables and fruits,Tomatoes (local),KG,1788.0,MMK
2021-11-15,2021,Shan (North),Manton,cereals and tubers,Rice (low quality),KG,892.86,MMK
2021-11-15,2021,Shan (North),Manton,"meat, fish and eggs",Eggs (local),10 pcs,1400.0,MMK
2021-11-15,2021,Shan (North),Manton,miscellaneous food,Salt,KG,367.2,MMK
2021-11-15,2021,Shan (North),Manton,pulses and nuts,Pulses,KG,2196.12,MMK
2021-11-15,2021,Shan (North),Manton,vegetables and fruits,Onions (local),KG,1223.99,MMK
2021-11-15,2021,Shan (North),Namtu,"meat, fish and eggs",Eggs (local),10 pcs,1300.0,MMK
2021-11-15,2021,Shan (North),Namtu,vegetables and fruits,Onions (local),KG,1162.79,MMK
2021-11-15,2021,Shan (North),Namtu,vegetables and fruits,Tomatoes (local),KG,1600.0,MMK
2021-11-15,2021,Shan (North),Galeng,"meat, fish and eggs",Eggs (local),10 pcs,2000.0,MMK
2021-11-15,2021,Shan (North),Galeng,miscellaneous food,Salt,KG,795.59,MMK
2021-11-15,2021,Shan (North),Galeng,vegetables and fruits,Tomatoes (local),KG,2500.0,MMK
2021-11-15,2021,Shan (North),Lashio Market,"meat, fish and eggs",Eggs (local),10 pcs,1300.0,MMK
2021-11-15,2021,Shan (North),Lashio Market,miscellaneous food,Salt,KG,306.0,MMK
2021-11-15,2021,Shan (North),Lashio Market,oil and fats,Oil (palm),L,3182.37,MMK
2021-11-15,2021,Shan (North),Lashio Market,pulses and nuts,Pulses,KG,2451.48,MMK
2021-11-15,2021,Shan (North),Lashio Market,vegetables and fruits,Tomatoes (local),KG,2500.0,MMK
2021-11-15,2021,Shan (North),Laukkaing,vegetables and fruits,Tomatoes (local),KG,2500.0,MMK
2021-11-15,2021,Shan (North),Dein Aw,cereals and tubers,Rice (low quality),KG,1788.0,MMK
2021-11-15,2021,Shan (North),Dein Aw,"meat, fish and eggs",Eggs (local),10 pcs,2265.0,MMK
2021-11-15,2021,Shan (North),Dein Aw,miscellaneous food,Salt,KG,1639.0,MMK
2021-11-15,2021,Shan (North),Dein Aw,oil and fats,Oil (palm),L,3874.0,MMK
2021-11-15,2021,Shan (North),Dein Aw,vegetables and fruits,Tomatoes (local),KG,2980.0,MMK
2021-11-15,2021,Shan (North),Nawng Hkit,cereals and tubers,Rice (low quality),KG,1788.0,MMK
2021-11-15,2021,Shan (North),Nawng Hkit,"meat, fish and eggs",Eggs (local),10 pcs,2384.0,MMK
2021-11-15,2021,Shan (North),Nawng Hkit,miscellaneous food,Salt,KG,1490.0,MMK
2021-11-15,2021,Shan (North),Nawng Hkit,vegetables and fruits,Onions (local),KG,2980.0,MMK
2021-11-15,2021,Shan (North),Nawng Hkit,vegetables and fruits,Tomatoes (local),KG,2384.0,MMK
2021-11-15,2021,Shan (North),Mong See,"meat, fish and eggs",Eggs (local),10 pcs,2300.0,MMK
2021-11-15,2021,Shan (North),Mong See,miscellaneous food,Salt,KG,795.59,MMK
2021-11-15,2021,Shan (North),Mong See,pulses and nuts,Pulses,KG,2808.99,MMK
2021-11-15,2021,Shan (North),Mong See,vegetables and fruits,Onions (local),KG,1407.59,MMK
2021-11-15,2021,Shan (North),Mong See,vegetables and fruits,Tomatoes (local),KG,2300.0,MMK
2021-11-15,2021,Shan (North),Nam Hpat Kar,"meat, fish and eggs",Eggs (local),10 pcs,2000.0,MMK
2021-11-15,2021,Shan (North),Nam Hpat Kar,miscellaneous food,Salt,KG,795.59,MMK
2021-11-15,2021,Shan (North),Nam Hpat Kar,oil and fats,Oil (palm),L,3202.77,MMK
2021-11-15,2021,Shan (North),Nam Hpat Kar,vegetables and fruits,Onions (local),KG,1482.66,MMK
2021-11-15,2021,Shan (North),Nam Hpat Kar,vegetables and fruits,Tomatoes (local),KG,2200.0,MMK
2021-11-15,2021,Shan (North),Nam Kam,cereals and tubers,Rice (low quality),KG,845.86,MMK
2021-11-15,2021,Shan (North),Nam Kam,miscellaneous food,Salt,KG,346.8,MMK
2021-11-15,2021,Shan (North),Nam Kam,oil and fats,Oil (palm),L,3651.57,MMK
2021-11-15,2021,Shan (North),Nam Kam,pulses and nuts,Pulses,KG,2519.58,MMK
2021-11-15,2021,Shan (North),Nam Kam,vegetables and fruits,Onions (local),KG,612.0,MMK
2021-11-15,2021,Shan (North),Nam Kam,vegetables and fruits,Tomatoes (local),KG,2666.67,MMK
2021-11-15,2021,Tanintharyi,Kan Nar,cereals and tubers,Rice (low quality),KG,646.15,MMK
2021-11-15,2021,Tanintharyi,Kan Nar,miscellaneous food,Salt,KG,224.4,MMK
2021-11-15,2021,Tanintharyi,Kan Nar,oil and fats,Oil (palm),L,2966.67,MMK
2021-11-15,2021,Tanintharyi,Kan Nar,pulses and nuts,Pulses,KG,1978.78,MMK
2021-11-15,2021,Tanintharyi,Kan Nar,vegetables and fruits,Onions (local),KG,469.2,MMK
2021-11-15,2021,Tanintharyi,Yebyu Market,cereals and tubers,Rice (low quality),KG,657.89,MMK
2021-11-15,2021,Tanintharyi,Yebyu Market,"meat, fish and eggs",Eggs (local),10 pcs,1300.0,MMK
2021-11-15,2021,Tanintharyi,Yebyu Market,miscellaneous food,Salt,KG,214.2,MMK
2021-11-15,2021,Tanintharyi,Yebyu Market,oil and fats,Oil (palm),L,2966.67,MMK
2021-11-15,2021,Tanintharyi,Yebyu Market,vegetables and fruits,Onions (local),KG,479.4,MMK
2021-11-15,2021,Tanintharyi,Yebyu Market,vegetables and fruits,Tomatoes (local),KG,2000.0,MMK
2021-11-15,2021,Yangon,Ngazalgwae,cereals and tubers,Rice (low quality),KG,642.23,MMK
2021-11-15,2021,Yangon,Ngazalgwae,"meat, fish and eggs",Eggs (local),10 pcs,1100.0,MMK
2021-11-15,2021,Yangon,Ngazalgwae,miscellaneous food,Salt,KG,306.0,MMK
2021-11-15,2021,Yangon,Ngazalgwae,oil and fats,Oil (palm),L,3325.17,MMK
2021-11-15,2021,Yangon,Ngazalgwae,vegetables and fruits,Onions (local),KG,387.6,MMK
2021-11-15,2021,Yangon,Zamyinzwel,miscellaneous food,Salt,KG,328.44,MMK
2021-11-15,2021,Yangon,Zamyinzwel,pulses and nuts,Pulses,KG,1754.39,MMK
2021-11-15,2021,Yangon,Zamyinzwel,vegetables and fruits,Onions (local),KG,469.2,MMK
2021-11-15,2021,Yangon,Zamyinzwel,vegetables and fruits,Tomatoes (local),KG,2500.0,MMK
2021-11-15,2021,Yangon,Meegwet,cereals and tubers,Rice (low quality),KG,642.23,MMK
2021-11-15,2021,Yangon,Meegwet,"meat, fish and eggs",Eggs (local),10 pcs,1500.0,MMK
2021-11-15,2021,Yangon,Meegwet,miscellaneous food,Salt,KG,265.2,MMK
2021-11-15,2021,Yangon,Meegwet,pulses and nuts,Pulses,KG,2060.38,MMK
2021-11-15,2021,Yangon,Meegwet,vegetables and fruits,Onions (local),KG,510.0,MMK
2021-11-15,2021,Yangon,Meegwet,vegetables and fruits,Tomatoes (local),KG,2650.0,MMK
2021-11-15,2021,Yangon,YwarMa,cereals and tubers,Rice (low quality),KG,626.57,MMK
2021-11-15,2021,Yangon,YwarMa,"meat, fish and eggs",Eggs (local),10 pcs,1500.0,MMK
2021-11-15,2021,Yangon,YwarMa,pulses and nuts,Pulses,KG,2080.78,MMK
2021-11-15,2021,Yangon,YwarMa,vegetables and fruits,Tomatoes (local),KG,2550.0,MMK
2021-11-15,2021,Yangon,Night Market,cereals and tubers,Rice (low quality),KG,736.22,MMK
2021-11-15,2021,Yangon,Night Market,"meat, fish and eggs",Eggs (local),10 pcs,1166.67,MMK
2021-11-15,2021,Yangon,Night Market,miscellaneous food,Salt,KG,346.8,MMK
2021-11-15,2021,Yangon,Night Market,pulses and nuts,Pulses,KG,1978.78,MMK
2021-11-15,2021,Yangon,Night Market,vegetables and fruits,Onions (local),KG,734.39,MMK
2021-11-15,2021,Yangon,Night Market,vegetables and fruits,Tomatoes (local),KG,3000.0,MMK
2021-12-15,2021,Chin,Tedim Municipal Market,cereals and tubers,Rice (low quality),KG,600.25,MMK
2021-12-15,2021,Chin,Tedim Municipal Market,"meat, fish and eggs",Eggs (local),10 pcs,1660.0,MMK
2021-12-15,2021,Chin,Tedim Municipal Market,oil and fats,Oil (palm),L,3569.97,MMK
2021-12-15,2021,Chin,Tedim Municipal Market,pulses and nuts,Pulses,KG,2065.48,MMK
2021-12-15,2021,Chin,Tedim Municipal Market,vegetables and fruits,Tomatoes (local),KG,2500.0,MMK
2021-12-15,2021,Chin,Tonzang,"meat, fish and eggs",Eggs (local),10 pcs,1660.0,MMK
2021-12-15,2021,Chin,Tonzang,miscellaneous food,Salt,KG,436.05,MMK
2021-12-15,2021,Chin,Tonzang,pulses and nuts,Pulses,KG,2111.38,MMK
2021-12-15,2021,Chin,Tonzang,vegetables and fruits,Tomatoes (local),KG,3000.0,MMK
2021-12-15,2021,Chin,Hakha Myoma Market,"meat, fish and eggs",Eggs (local),10 pcs,1666.67,MMK
2021-12-15,2021,Chin,Hakha Myoma Market,miscellaneous food,Salt,KG,489.6,MMK
2021-12-15,2021,Chin,Hakha Myoma Market,pulses and nuts,Pulses,KG,2447.98,MMK
2021-12-15,2021,Chin,Hakha Myoma Market,vegetables and fruits,Onions (local),KG,917.99,MMK
2021-12-15,2021,Chin,Raldunn Market,cereals and tubers,Rice (low quality),KG,704.89,MMK
2021-12-15,2021,Chin,Raldunn Market,"meat, fish and eggs",Eggs (local),10 pcs,1666.67,MMK
2021-12-15,2021,Chin,Raldunn Market,miscellaneous food,Salt,KG,489.6,MMK
2021-12-15,2021,Chin,Raldunn Market,oil and fats,Oil (palm),L,3250.0,MMK
2021-12-15,2021,Chin,Raldunn Market,pulses and nuts,Pulses,KG,2447.98,MMK
2021-12-15,2021,Chin,Raldunn Market,vegetables and fruits,Onions (local),KG,917.99,MMK
2021-12-15,2021,Chin,Raldunn Market,vegetables and fruits,Tomatoes (local),KG,2000.0,MMK
2021-12-15,2021,Chin,Paletwa Myoma Market,cereals and tubers,Rice (low quality),KG,704.89,MMK
2021-12-15,2021,Chin,Paletwa Myoma Market,"meat, fish and eggs",Eggs (local),10 pcs,1666.89,MMK
2021-12-15,2021,Chin,Paletwa Myoma Market,oil and fats,Oil (palm),L,3166.67,MMK
2021-12-15,2021,Chin,Paletwa Myoma Market,vegetables and fruits,Onions (local),KG,917.99,MMK
2021-12-15,2021,Chin,Paletwa Myoma Market,vegetables and fruits,Tomatoes (local),KG,2000.0,MMK
2021-12-15,2021,Chin,Sanbaung,cereals and tubers,Rice (low quality),KG,704.89,MMK
2021-12-15,2021,Chin,Sanbaung,miscellaneous food,Salt,KG,612.0,MMK
2021-12-15,2021,Chin,Sanbaung,oil and fats,Oil (palm),L,3671.97,MMK
2021-12-15,2021,Chin,Sanbaung,vegetables and fruits,Onions (local),KG,917.99,MMK
2021-12-15,2021,Chin,Sanbaung,vegetables and fruits,Tomatoes (local),KG,4000.0,MMK
2021-12-15,2021,Chin,Kanpetlet,"meat, fish and eggs",Eggs (local),10 pcs,1666.67,MMK
2021-12-15,2021,Chin,Kanpetlet,oil and fats,Oil (palm),L,4589.96,MMK
2021-12-15,2021,Chin,Kanpetlet,vegetables and fruits,Onions (local),KG,612.0,MMK
2021-12-15,2021,Kachin,Bhamo,"meat, fish and eggs",Eggs (local),10 pcs,1375.0,MMK
2021-12-15,2021,Kachin,Bhamo,miscellaneous food,Salt,KG,306.0,MMK
2021-12-15,2021,Kachin,Bhamo,oil and fats,Oil (palm),L,3059.98,MMK
2021-12-15,2021,Kachin,Bhamo,vegetables and fruits,Onions (local),KG,550.8,MMK
2021-12-15,2021,Kachin,Bhamo,vegetables and fruits,Tomatoes (local),KG,2750.0,MMK
2021-12-15,2021,Kachin,Loijie,cereals and tubers,Rice (low quality),KG,892.86,MMK
2021-12-15,2021,Kachin,Loijie,"meat, fish and eggs",Eggs (local),10 pcs,1700.0,MMK
2021-12-15,2021,Kachin,Loijie,miscellaneous food,Salt,KG,810.89,MMK
